team1,team2,win,tie,lose
Argentina,Egypt,0.973083,0.000000,0.026917
Argentina,England,0.561568,0.000000,0.438432
Argentina,France,0.459077,0.000000,0.540923
Argentina,Germany,0.658738,0.000000,0.341262
Argentina,Ghana,0.989798,0.000000,0.010202
Argentina,Haiti,0.997509,0.000000,0.002491
Argentina,Iran,0.977761,0.000000,0.022239
Argentina,Iraq,0.996288,0.000000,0.003712
Argentina,Ivory Coast,0.953116,0.000000,0.046884
Argentina,Japan,0.870175,0.000000,0.129825
Argentina,Jordan,0.93,0,0.07
Argentina,Mexico,0.893638,0.000000,0.106362
Argentina,Morocco,0.800162,0.000000,0.199838
Argentina,Netherlands,0.656470,0.000000,0.343530
Argentina,New Zealand,0.996681,0.000000,0.003319
Argentina,Norway,0.851585,0.000000,0.148415
Argentina,Panama,0.992006,0.000000,0.007994
Argentina,Paraguay,0.974657,0.000000,0.025343
Argentina,Portugal,0.593855,0.000000,0.406145
Argentina,Qatar,0.996816,0.000000,0.003184
Argentina,Saudi Arabia,0.994742,0.000000,0.005258
Argentina,Scotland,0.982001,0.000000,0.017999
Argentina,Senegal,0.829633,0.000000,0.170367
Argentina,South Africa,0.994956,0.000000,0.005044
Argentina,South Korea,0.963727,0.000000,0.036273
Argentina,Spain,0.441269,0.000000,0.558731
Argentina,Sweden,0.973863,0.000000,0.026137
Argentina,Switzerland,0.890591,0.000000,0.109409
Argentina,Tunisia,0.990197,0.000000,0.009803
Argentina,Turkey,0.895538,0.000000,0.104462
Argentina,United States,0.920305,0.000000,0.079695
Argentina,Uruguay,0.880230,0.000000,0.119770
Argentina,Uzbekistan,0.993483,0.000000,0.006517
Australia,Austria,0.253632,0.000000,0.746368
Australia,Belgium,0.058078,0.000000,0.941922
Australia,Bosnia and Herzegovina,0.681634,0.000000,0.318366
Australia,Brazil,0.029151,0.000000,0.970849
Australia,Canada,0.355307,0.000000,0.644693
Australia,Cape Verde,0.865387,0.000000,0.134613
Australia,Colombia,0.060978,0.000000,0.939022
Australia,Croatia,0.071841,0.000000,0.928159
Australia,Curacao,0.914865,0.000000,0.085135
Australia,Czech Republic,0.543781,0.000000,0.456219
Australia,DR Congo,0.734477,0.000000,0.265523
Australia,Ecuador,0.109409,0.000000,0.890591
Australia,Egypt,0.408577,0.000000,0.591423
Australia,England,0.023892,0.000000,0.976108
Australia,France,0.015959,0.000000,0.984041
Australia,Germany,0.035575,0.000000,0.964425
Australia,Ghana,0.649623,0.000000,0.350377
Australia,Haiti,0.884414,0.000000,0.115586
Australia,Iran,0.456576,0.000000,0.543424
Australia,Iraq,0.836831,0.000000,0.163169
Australia,Ivory Coast,0.279791,0.000000,0.720209
Australia,Japan,0.113542,0.000000,0.886458
Australia,Jordan,0.823862,0.000000,0.176138
Australia,Mexico,0.138344,0.000000,0.861656
Australia,Morocco,0.071077,0.000000,0.928923
Australia,Netherlands,0.035231,0.000000,0.964769
Australia,New Zealand,0.851585,0.000000,0.148415
Australia,Norway,0.098813,0.000000,0.901187
Australia,Panama,0.703385,0.000000,0.296615
Australia,Paraguay,0.37,0,0.63
Australia,Portugal,0.027182,0.000000,0.972818
Australia,Qatar,0.856783,0.000000,0.143217
Australia,Saudi Arabia,0.783322,0.000000,0.216678
Australia,Scotland,0.510432,0.000000,0.489568
Australia,Senegal,0.085135,0.000000,0.914865
Australia,South Africa,0.790322,0.000000,0.209678
Australia,South Korea,0.336747,0.000000,0.663253
Australia,Spain,0.014868,0.000000,0.985132
Australia,Sweden,0.415899,0.000000,0.584101
Australia,Switzerland,0.134613,0.000000,0.865387
Australia,Tunisia,0.658738,0.000000,0.341262
Australia,Turkey,0.25,0,0.75
Australia,United States,0.26,0,0.74
Australia,Uruguay,0.123148,0.000000,0.876852
Australia,Uzbekistan,0.744457,0.000000,0.255543
Austria,Belgium,0.153580,0.000000,0.846420
Austria,Bosnia and Herzegovina,0.863023,0.000000,0.136977
Austria,Brazil,0.081185,0.000000,0.918815
Austria,Canada,0.618584,0.000000,0.381416
Austria,Cape Verde,0.949794,0.000000,0.050206
Austria,Colombia,0.160437,0.000000,0.839563
Austria,Croatia,0.185516,0.000000,0.814484
Austria,Curacao,0.969347,0.000000,0.030653
Austria,Czech Republic,0.778148,0.000000,0.221852
Austria,DR Congo,0.890591,0.000000,0.109409
Austria,Ecuador,0.265523,0.000000,0.734477
Austria,Egypt,0.670287,0.000000,0.329713
Austria,England,0.067188,0.000000,0.932812
Austria,France,0.045551,0.000000,0.954449
Austria,Germany,0.097920,0.000000,0.902080
Austria,Ghana,0.845106,0.000000,0.154894
Austria,Haiti,0.957477,0.000000,0.042523
Austria,Iran,0.712018,0.000000,0.287982
Austria,Iraq,0.937858,0.000000,0.062142
Austria,Ivory Coast,0.533410,0.000000,0.466590
Austria,Japan,0.273742,0.000000,0.726258
Austria,Jordan,0.88,0,0.12
Austria,Mexico,0.320869,0.000000,0.679131
Austria,Morocco,0.183783,0.000000,0.816217
Austria,Netherlands,0.097033,0.000000,0.902967
Austria,New Zealand,0.944087,0.000000,0.055913
Austria,Norway,0.243950,0.000000,0.756050
Austria,Panama,0.874660,0.000000,0.125340
Austria,Paraguay,0.683816,0.000000,0.316184
Austria,Portugal,0.075977,0.000000,0.924023
Austria,Qatar,0.946250,0.000000,0.053750
Austria,Saudi Arabia,0.914077,0.000000,0.085923
Austria,Scotland,0.754187,0.000000,0.245813
Austria,Senegal,0.214973,0.000000,0.785027
Austria,South Africa,0.917299,0.000000,0.082701
Austria,South Korea,0.599051,0.000000,0.400949
Austria,Spain,0.042523,0.000000,0.957477
Austria,Sweden,0.676931,0.000000,0.323069
Austria,Switzerland,0.314010,0.000000,0.685990
Austria,Tunisia,0.850307,0.000000,0.149693
Austria,Turkey,0.325276,0.000000,0.674724
Austria,United States,0.393712,0.000000,0.606288
Austria,Uruguay,0.292429,0.000000,0.707571
Austria,Uzbekistan,0.895538,0.000000,0.104462
Belgium,Bosnia and Herzegovina,0.972007,0.000000,0.027993
Belgium,Brazil,0.327490,0.000000,0.672510
Belgium,Canada,0.899378,0.000000,0.100622
Belgium,Cape Verde,0.990500,0.000000,0.009500
Belgium,Colombia,0.512949,0.000000,0.487051
Belgium,Croatia,0.556601,0.000000,0.443399
Belgium,Curacao,0.994295,0.000000,0.005705
Belgium,Czech Republic,0.950814,0.000000,0.049186
Belgium,DR Congo,0.978195,0.000000,0.021805
Belgium,Ecuador,0.665819,0.000000,0.334181
Belgium,Egypt,0.77,0,0.23
Belgium,England,0.284161,0.000000,0.715839
Belgium,France,0.208251,0.000000,0.791749
Belgium,Germany,0.374312,0.000000,0.625688
Belgium,Ghana,0.967814,0.000000,0.032186
Belgium,Haiti,0.992006,0.000000,0.007994
Belgium,Iran,0.85,0,0.15
Belgium,Iraq,0.988120,0.000000,0.011880
Belgium,Ivory Coast,0.863023,0.000000,0.136977
Belgium,Japan,0.675040,0.000000,0.324960
Belgium,Jordan,0.986989,0.000000,0.013011
Belgium,Mexico,0.722523,0.000000,0.277477
Belgium,Morocco,0.553758,0.000000,0.446242
Belgium,Netherlands,0.371955,0.000000,0.628045
Belgium,New Zealand,0.90,0,0.10
Belgium,Norway,0.640065,0.000000,0.359935
Belgium,Panama,0.974657,0.000000,0.025343
Belgium,Paraguay,0.922596,0.000000,0.077404
Belgium,Portugal,0.311844,0.000000,0.688156
Belgium,Qatar,0.989798,0.000000,0.010202
Belgium,Saudi Arabia,0.983230,0.000000,0.016770
Belgium,Scotland,0.944163,0.000000,0.055837
Belgium,Senegal,0.601468,0.000000,0.398532
Belgium,South Africa,0.983905,0.000000,0.016095
Belgium,South Korea,0.891708,0.000000,0.108292
Belgium,Spain,0.196636,0.000000,0.803364
Belgium,Sweden,0.920305,0.000000,0.079695
Belgium,Switzerland,0.716131,0.000000,0.283869
Belgium,Tunisia,0.969046,0.000000,0.030954
Belgium,Turkey,0.726544,0.000000,0.273456
Belgium,United States,0.781607,0.000000,0.218393
Belgium,Uruguay,0.694910,0.000000,0.305090
Belgium,Uzbekistan,0.979273,0.000000,0.020727
Bosnia and Herzegovina,Brazil,0.013830,0.000000,0.986170
Bosnia and Herzegovina,Canada,0.28,0,0.72
Bosnia and Herzegovina,Cape Verde,0.750163,0.000000,0.249837
Bosnia and Herzegovina,Colombia,0.029437,0.000000,0.970563
Bosnia and Herzegovina,Croatia,0.034890,0.000000,0.965110
Bosnia and Herzegovina,Curacao,0.833862,0.000000,0.166138
Bosnia and Herzegovina,Czech Republic,0.357617,0.000000,0.642383
Bosnia and Herzegovina,DR Congo,0.563693,0.000000,0.436307
Bosnia and Herzegovina,Ecuador,0.054265,0.000000,0.945735
Bosnia and Herzegovina,Egypt,0.243950,0.000000,0.756050
Bosnia and Herzegovina,England,0.011303,0.000000,0.988697
Bosnia and Herzegovina,France,0.007518,0.000000,0.992482
Bosnia and Herzegovina,Germany,0.016937,0.000000,0.983063
Bosnia and Herzegovina,Ghana,0.464084,0.000000,0.535916
Bosnia and Herzegovina,Haiti,0.781361,0.000000,0.218639
Bosnia and Herzegovina,Iran,0.281825,0.000000,0.718175
Bosnia and Herzegovina,Iraq,0.705482,0.000000,0.294518
Bosnia and Herzegovina,Ivory Coast,0.153580,0.000000,0.846420
Bosnia and Herzegovina,Japan,0.056447,0.000000,0.943553
Bosnia and Herzegovina,Jordan,0.685990,0.000000,0.314010
Bosnia and Herzegovina,Mexico,0.069758,0.000000,0.930242
Bosnia and Herzegovina,Morocco,0.034504,0.000000,0.965496
Bosnia and Herzegovina,Netherlands,0.016770,0.000000,0.983230
Bosnia and Herzegovina,New Zealand,0.728256,0.000000,0.271744
Bosnia and Herzegovina,Norway,0.048717,0.000000,0.951283
Bosnia and Herzegovina,Panama,0.525522,0.000000,0.474478
Bosnia and Herzegovina,Paraguay,0.255543,0.000000,0.744457
Bosnia and Herzegovina,Portugal,0.012882,0.000000,0.987118
Bosnia and Herzegovina,Qatar,0.81,0,0.19
Bosnia and Herzegovina,Saudi Arabia,0.628045,0.000000,0.371955
Bosnia and Herzegovina,Scotland,0.327490,0.000000,0.672510
Bosnia and Herzegovina,Senegal,0.041653,0.000000,0.958347
Bosnia and Herzegovina,South Africa,0.637741,0.000000,0.362259
Bosnia and Herzegovina,South Korea,0.191682,0.000000,0.808318
Bosnia and Herzegovina,Spain,0.007000,0.000000,0.993000
Bosnia and Herzegovina,Sweden,0.249567,0.000000,0.750433
Bosnia and Herzegovina,Switzerland,0.22,0,0.78
Bosnia and Herzegovina,Tunisia,0.474119,0.000000,0.525881
Bosnia and Herzegovina,Turkey,0.071077,0.000000,0.928923
Bosnia and Herzegovina,United States,0.093438,0.000000,0.906562
Bosnia and Herzegovina,Uruguay,0.061558,0.000000,0.938442
Bosnia and Herzegovina,Uzbekistan,0.576390,0.000000,0.423610
Brazil,Canada,0.948333,0.000000,0.051667
Brazil,Cape Verde,0.995351,0.000000,0.004649
Brazil,Colombia,0.683816,0.000000,0.316184
Brazil,Croatia,0.720499,0.000000,0.279501
Brazil,Curacao,0.997214,0.000000,0.002786
Brazil,Czech Republic,0.975428,0.000000,0.024572
Brazil,DR Congo,0.989262,0.000000,0.010738
Brazil,Ecuador,0.803591,0.000000,0.196409
Brazil,Egypt,0.958347,0.000000,0.041653
Brazil,England,0.449088,0.000000,0.550912
Brazil,France,0.350705,0.000000,0.649295
Brazil,Germany,0.551268,0.000000,0.448732
Brazil,Ghana,0.984063,0.000000,0.015937
Brazil,Haiti,0.96,0,0.04
Brazil,Iran,0.965496,0.000000,0.034504
Brazil,Iraq,0.994179,0.000000,0.005821
Brazil,Ivory Coast,0.928255,0.000000,0.071745
Brazil,Japan,0.810095,0.000000,0.189905
Brazil,Jordan,0.993621,0.000000,0.006379
Brazil,Mexico,0.842450,0.000000,0.157550
Brazil,Morocco,0.77,0,0.23
Brazil,Netherlands,0.548774,0.000000,0.451226
Brazil,New Zealand,0.994794,0.000000,0.005206
Brazil,Norway,0.785027,0.000000,0.214973
Brazil,Panama,0.987496,0.000000,0.012504
Brazil,Paraguay,0.960748,0.000000,0.039252
Brazil,Portugal,0.482019,0.000000,0.517981
Brazil,Qatar,0.995006,0.000000,0.004994
Brazil,Saudi Arabia,0.991763,0.000000,0.008237
Brazil,Scotland,0.83,0,0.17
Brazil,Senegal,0.756050,0.000000,0.243950
Brazil,South Africa,0.992097,0.000000,0.007903
Brazil,South Korea,0.944163,0.000000,0.055837
Brazil,Spain,0.334501,0.000000,0.665499
Brazil,Sweden,0.959537,0.000000,0.040463
Brazil,Switzerland,0.838202,0.000000,0.161798
Brazil,Tunisia,0.984683,0.000000,0.015317
Brazil,Turkey,0.845106,0.000000,0.154894
Brazil,United States,0.880230,0.000000,0.119770
Brazil,Uruguay,0.823862,0.000000,0.176138
Brazil,Uzbekistan,0.989798,0.000000,0.010202
Canada,Cape Verde,0.921041,0.000000,0.078959
Canada,Colombia,0.105408,0.000000,0.894592
Canada,Croatia,0.123148,0.000000,0.876852
Canada,Curacao,0.951216,0.000000,0.048784
Canada,Czech Republic,0.683816,0.000000,0.316184
Canada,DR Congo,0.833862,0.000000,0.166138
Canada,Ecuador,0.182277,0.000000,0.817723
Canada,Egypt,0.556246,0.000000,0.443754
Canada,England,0.042523,0.000000,0.957477
Canada,France,0.028586,0.000000,0.971414
Canada,Germany,0.062732,0.000000,0.937268
Canada,Ghana,0.770860,0.000000,0.229140
Canada,Haiti,0.932812,0.000000,0.067188
Canada,Iran,0.603881,0.000000,0.396119
Canada,Iraq,0.902967,0.000000,0.097033
Canada,Ivory Coast,0.413454,0.000000,0.586546
Canada,Japan,0.188580,0.000000,0.811420
Canada,Jordan,0.894592,0.000000,0.105408
Canada,Mexico,0.225601,0.000000,0.774399
Canada,Morocco,0.121910,0.000000,0.878090
Canada,Netherlands,0.062142,0.000000,0.937858
Canada,New Zealand,0.912367,0.000000,0.087633
Canada,Norway,0.165939,0.000000,0.834061
Canada,Panama,0.811420,0.000000,0.188580
Canada,Paraguay,0.571463,0.000000,0.428537
Canada,Portugal,0.048253,0.000000,0.951747
Canada,Qatar,0.89,0,0.11
Canada,Saudi Arabia,0.867717,0.000000,0.132283
Canada,Scotland,0.654195,0.000000,0.345805
Canada,Senegal,0.144458,0.000000,0.855542
Canada,South Africa,0.872435,0.000000,0.127565
Canada,South Korea,0.479504,0.000000,0.520496
Canada,Spain,0.026654,0.000000,0.973346
Canada,Sweden,0.563693,0.000000,0.436307
Canada,Switzerland,0.37,0,0.63
Canada,Tunisia,0.777900,0.000000,0.222100
Canada,Turkey,0.229140,0.000000,0.770860
Canada,United States,0.285921,0.000000,0.714079
Canada,Uruguay,0.203079,0.000000,0.796921
Canada,Uzbekistan,0.840916,0.000000,0.159084
Cape Verde,Colombia,0.010000,0.000000,0.990000
Cape Verde,Croatia,0.011897,0.000000,0.988103
Cape Verde,Curacao,0.625688,0.000000,0.374312
Cape Verde,Czech Republic,0.156408,0.000000,0.843592
Cape Verde,DR Congo,0.300836,0.000000,0.699164
Cape Verde,Ecuador,0.018751,0.000000,0.981249
Cape Verde,Egypt,0.097033,0.000000,0.902967
Cape Verde,England,0.003793,0.000000,0.996207
Cape Verde,France,0.002516,0.000000,0.997484
Cape Verde,Germany,0.005705,0.000000,0.994295
Cape Verde,Ghana,0.223845,0.000000,0.776155
Cape Verde,Haiti,0.543424,0.000000,0.456576
Cape Verde,Iran,0.115586,0.000000,0.884414
Cape Verde,Iraq,0.443754,0.000000,0.556246
Cape Verde,Ivory Coast,0.056986,0.000000,0.943014
Cape Verde,Japan,0.019535,0.000000,0.980465
Cape Verde,Jordan,0.421152,0.000000,0.578848
Cape Verde,Mexico,0.024366,0.000000,0.975634
Cape Verde,Morocco,0.011762,0.000000,0.988238
Cape Verde,Netherlands,0.005648,0.000000,0.994352
Cape Verde,New Zealand,0.471608,0.000000,0.528392
Cape Verde,Norway,0.016770,0.000000,0.983230
Cape Verde,Panama,0.269471,0.000000,0.730529
Cape Verde,Paraguay,0.102592,0.000000,0.897408
Cape Verde,Portugal,0.004328,0.000000,0.995672
Cape Verde,Qatar,0.482019,0.000000,0.517981
Cape Verde,Saudi Arabia,0.50,0,0.50
Cape Verde,Scotland,0.139549,0.000000,0.860451
Cape Verde,Senegal,0.014269,0.000000,0.985731
Cape Verde,South Africa,0.369605,0.000000,0.630395
Cape Verde,South Korea,0.073196,0.000000,0.926804
Cape Verde,Spain,0.04,0,0.96
Cape Verde,Sweden,0.099714,0.000000,0.900286
Cape Verde,Switzerland,0.023625,0.000000,0.976375
Cape Verde,Tunisia,0.230924,0.000000,0.769076
Cape Verde,Turkey,0.024850,0.000000,0.975150
Cape Verde,United States,0.033187,0.000000,0.966813
Cape Verde,Uruguay,0.16,0,0.84
Cape Verde,Uzbekistan,0.311844,0.000000,0.688156
Colombia,Croatia,0.543781,0.000000,0.456219
Colombia,Curacao,0.993993,0.000000,0.006007
Colombia,Czech Republic,0.948333,0.000000,0.051667
Colombia,DR Congo,0.82,0,0.18
Colombia,Ecuador,0.654195,0.000000,0.345805
Colombia,Egypt,0.914077,0.000000,0.085923
Colombia,England,0.273742,0.000000,0.726258
Colombia,France,0.199838,0.000000,0.800162
Colombia,Germany,0.362259,0.000000,0.637741
Colombia,Ghana,0.966160,0.000000,0.033840
Colombia,Haiti,0.991585,0.000000,0.008415
Colombia,Iran,0.928255,0.000000,0.071745
Colombia,Iraq,0.987496,0.000000,0.012504
Colombia,Ivory Coast,0.856783,0.000000,0.143217
Colombia,Japan,0.663574,0.000000,0.336426
Colombia,Jordan,0.986307,0.000000,0.013693
Colombia,Mexico,0.712018,0.000000,0.287982
Colombia,Morocco,0.540923,0.000000,0.459077
Colombia,Netherlands,0.359935,0.000000,0.640065
Colombia,New Zealand,0.988809,0.000000,0.011191
Colombia,Norway,0.628045,0.000000,0.371955
Colombia,Panama,0.973346,0.000000,0.026654
Colombia,Paraguay,0.918815,0.000000,0.081185
Colombia,Portugal,0.37,0,0.63
Colombia,Qatar,0.989262,0.000000,0.010738
Colombia,Saudi Arabia,0.982354,0.000000,0.017646
Colombia,Scotland,0.941368,0.000000,0.058632
Colombia,Senegal,0.588987,0.000000,0.411013
Colombia,South Africa,0.983063,0.000000,0.016937
Colombia,South Korea,0.886602,0.000000,0.113398
Colombia,Spain,0.188580,0.000000,0.811420
Colombia,Sweden,0.916421,0.000000,0.083579
Colombia,Switzerland,0.705482,0.000000,0.294518
Colombia,Tunisia,0.967453,0.000000,0.032547
Colombia,Turkey,0.716131,0.000000,0.283869
Colombia,United States,0.772635,0.000000,0.227365
Colombia,Uruguay,0.683816,0.000000,0.316184
Colombia,Uzbekistan,0.87,0,0.13
Croatia,Curacao,0.992849,0.000000,0.007151
Croatia,Czech Republic,0.939022,0.000000,0.060978
Croatia,DR Congo,0.972780,0.000000,0.027220
Croatia,Ecuador,0.613478,0.000000,0.386522
Croatia,Egypt,0.899248,0.000000,0.100752
Croatia,England,0.26,0,0.74
Croatia,France,0.173234,0.000000,0.826766
Croatia,Germany,0.322754,0.000000,0.677246
Croatia,Ghana,0.76,0,0.24
Croatia,Haiti,0.989986,0.000000,0.010014
Croatia,Iran,0.915647,0.000000,0.084353
Croatia,Iraq,0.985132,0.000000,0.014868
Croatia,Ivory Coast,0.833862,0.000000,0.166138
Croatia,Japan,0.623326,0.000000,0.376674
Croatia,Jordan,0.983721,0.000000,0.016279
Croatia,Mexico,0.674724,0.000000,0.325276
Croatia,Morocco,0.497122,0.000000,0.502878
Croatia,Netherlands,0.320556,0.000000,0.679444
Croatia,New Zealand,0.986690,0.000000,0.013310
Croatia,Norway,0.586197,0.000000,0.413803
Croatia,Panama,0.81,0,0.19
Croatia,Paraguay,0.904718,0.000000,0.095282
Croatia,Portugal,0.265243,0.000000,0.734757
Croatia,Qatar,0.987227,0.000000,0.012773
Croatia,Saudi Arabia,0.979038,0.000000,0.020962
Croatia,Scotland,0.930893,0.000000,0.069107
Croatia,Senegal,0.545922,0.000000,0.454078
Croatia,South Africa,0.979878,0.000000,0.020122
Croatia,South Korea,0.867717,0.000000,0.132283
Croatia,Spain,0.163169,0.000000,0.836831
Croatia,Sweden,0.901953,0.000000,0.098047
Croatia,Switzerland,0.667738,0.000000,0.332262
Croatia,Tunisia,0.961448,0.000000,0.038552
Croatia,Turkey,0.679131,0.000000,0.320869
Croatia,United States,0.740328,0.000000,0.259672
Croatia,Uruguay,0.644693,0.000000,0.355307
Croatia,Uzbekistan,0.974119,0.000000,0.025881
Curacao,Czech Republic,0.099843,0.000000,0.900157
Curacao,DR Congo,0.204714,0.000000,0.795286
Curacao,Ecuador,0.07,0,0.93
Curacao,Egypt,0.060404,0.000000,0.939596
Curacao,England,0.002273,0.000000,0.997727
Curacao,France,0.001507,0.000000,0.998493
Curacao,Germany,0.02,0,0.98
Curacao,Ghana,0.147146,0.000000,0.852854
Curacao,Haiti,0.415899,0.000000,0.584101
Curacao,Iran,0.072516,0.000000,0.927484
Curacao,Iraq,0.323069,0.000000,0.676931
Curacao,Ivory Coast,0.08,0,0.92
Curacao,Japan,0.011779,0.000000,0.988221
Curacao,Jordan,0.303263,0.000000,0.696737
Curacao,Mexico,0.014721,0.000000,0.985279
Curacao,Morocco,0.007070,0.000000,0.992930
Curacao,Netherlands,0.003387,0.000000,0.996613
Curacao,New Zealand,0.348088,0.000000,0.651912
Curacao,Norway,0.010100,0.000000,0.989900
Curacao,Panama,0.180780,0.000000,0.819220
Curacao,Paraguay,0.064013,0.000000,0.935987
Curacao,Portugal,0.002593,0.000000,0.997407
Curacao,Qatar,0.357617,0.000000,0.642383
Curacao,Saudi Arabia,0.251729,0.000000,0.748271
Curacao,Scotland,0.088442,0.000000,0.911558
Curacao,Senegal,0.008585,0.000000,0.991415
Curacao,South Africa,0.259672,0.000000,0.740328
Curacao,South Korea,0.045116,0.000000,0.954884
Curacao,Spain,0.001402,0.000000,0.998598
Curacao,Sweden,0.062142,0.000000,0.937858
Curacao,Switzerland,0.014269,0.000000,0.985731
Curacao,Tunisia,0.152275,0.000000,0.847725
Curacao,Turkey,0.015016,0.000000,0.984984
Curacao,United States,0.020122,0.000000,0.979878
Curacao,Uruguay,0.012901,0.000000,0.987099
Curacao,Uzbekistan,0.213278,0.000000,0.786722
Czech Republic,DR Congo,0.698862,0.000000,0.301138
Czech Republic,Ecuador,0.093438,0.000000,0.906562
Czech Republic,Egypt,0.366927,0.000000,0.633073
Czech Republic,England,0.020122,0.000000,0.979878
Czech Republic,France,0.013424,0.000000,0.986576
Czech Republic,Germany,0.030018,0.000000,0.969982
Czech Republic,Ghana,0.608690,0.000000,0.391310
Czech Republic,Haiti,0.865220,0.000000,0.134780
Czech Republic,Iran,0.413454,0.000000,0.586546
Czech Republic,Iraq,0.811420,0.000000,0.188580
Czech Republic,Ivory Coast,0.245813,0.000000,0.754187
Czech Republic,Japan,0.097033,0.000000,0.902967
Czech Republic,Jordan,0.796921,0.000000,0.203079
Czech Republic,Mexico,0.28,0,0.72
Czech Republic,Morocco,0.060322,0.000000,0.939678
Czech Republic,Netherlands,0.029727,0.000000,0.970273
Czech Republic,New Zealand,0.827999,0.000000,0.172001
Czech Republic,Norway,0.084242,0.000000,0.915758
Czech Republic,Panama,0.665499,0.000000,0.334501
Czech Republic,Paraguay,0.381416,0.000000,0.618584
Czech Republic,Portugal,0.022905,0.000000,0.977095
Czech Republic,Qatar,0.833862,0.000000,0.166138
Czech Republic,Saudi Arabia,0.752047,0.000000,0.247953
Czech Republic,Scotland,0.466590,0.000000,0.533410
Czech Republic,Senegal,0.072419,0.000000,0.927581
Czech Republic,South Africa,0.68,0,0.32
Czech Republic,South Korea,0.48,0,0.52
Czech Republic,Spain,0.012504,0.000000,0.987496
Czech Republic,Sweden,0.373975,0.000000,0.626025
Czech Republic,Switzerland,0.115439,0.000000,0.884561
Czech Republic,Tunisia,0.618245,0.000000,0.381755
Czech Republic,Turkey,0.120836,0.000000,0.879164
Czech Republic,United States,0.156218,0.000000,0.843782
Czech Republic,Uruguay,0.105408,0.000000,0.894592
Czech Republic,Uzbekistan,0.709651,0.000000,0.290349
DR Congo,Ecuador,0.042523,0.000000,0.957477
DR Congo,Egypt,0.199838,0.000000,0.800162
DR Congo,England,0.008771,0.000000,0.991229
DR Congo,France,0.005829,0.000000,0.994171
DR Congo,Germany,0.013160,0.000000,0.986840
DR Congo,Ghana,0.401295,0.000000,0.598705
DR Congo,Haiti,0.734477,0.000000,0.265523
DR Congo,Iran,0.232975,0.000000,0.767025
DR Congo,Iraq,0.649623,0.000000,0.350377
DR Congo,Ivory Coast,0.123148,0.000000,0.876852
DR Congo,Japan,0.044255,0.000000,0.955745
DR Congo,Jordan,0.628381,0.000000,0.371619
DR Congo,Mexico,0.054859,0.000000,0.945141
